worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
8446,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,25,27578,1810
8447,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,Primary (5),casual_daily,private_firm,20,48674,2790
8448,Tamil Nadu,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,25,3432,425
8449,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_piecework,private_individual,52,39960,358
8450,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,39,225327,2831
8451,Bihar,Male,Married,Muslim,OBC,Rural,Middle (6-9),casual_daily,private_individual,20,20368,1970
8452,Assam,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,32,12439,1895
8453,Chhattisgarh,Male,Married,Hindu,Brahmin,Rural,1-4 yrs,casual_daily,private_individual,28,45520,1479
8454,Puducherry,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,47,16374,1066
8455,Haryana,Male,Married,Hindu,Adivasi (ST),Rural,Graduate (15),regular_informal,private_firm,32,47853,3819
8456,Jammu & Kashmir,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_individual,27,72044,3051
8457,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,21,37757,2203
8458,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,46,14248,1057
8459,Himachal Pradesh,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_firm,34,9012,1525
8460,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),regular_informal,private_individual,46,106190,3016
8461,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,61,21979,1738
8462,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,47,68179,2583
8463,Jammu & Kashmir,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,25,10504,1665
8464,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,28,49208,1530
8465,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_individual,48,184946,2902
8466,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,other_govt_program,18,7891,0
8467,Nagaland,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,mgnrega,45,27941,2414
8468,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Primary (5),casual_daily,private_individual,49,80504,1621
8469,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,other,48,46049,2012
8470,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,26,13377,1850
8471,Kerala,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,other,48,40342,1276
8472,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,31,10936,2021
8473,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,private_individual,54,68215,3062
8474,Gujarat,Female,Married,Hindu,Adivasi (ST),Urban,Middle (6-9),short_term_contract,private_individual,41,20833,1465
8475,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,40,72160,1817
8476,Jammu & Kashmir,Male,Unmarried,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_firm,44,54821,2889
8477,Chhattisgarh,Female,Unmarried,Hindu,OBC,Urban,Graduate (15),regular_informal,private_individual,26,45928,2842
8478,Haryana,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,23,50638,4000
8479,Kerala,Male,Widowed,Christian,Christian/Sikh/Jain,Urban,Graduate (15),casual_daily,private_individual,51,68944,2991
8480,Madhya Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),regular_informal,private_individual,61,9069,734
8481,Maharashtra,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,51,51780,2136
8482,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),regular_informal,private_firm,26,27420,2880
8483,Punjab,Female,Married,Sikh,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,60,3841,138
8484,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,25,47900,2691
8485,Andhra Pradesh,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),short_term_contract,private_firm,29,73730,2913
8486,West Bengal,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,44,72802,2958
8487,Punjab,Male,Married,Sikh,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,26,51153,2877
8488,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,36,47343,3014
8489,Karnataka,Male,Widowed,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,46,184405,2914
8490,Rajasthan,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),short_term_contract,private_individual,23,10494,828
8491,Delhi,Male,Married,Hindu,OBC,Urban,Graduate (15),regular_informal,private_firm,46,228328,2884
8492,Meghalaya,Male,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,38,3520,0
8493,Maharashtra,Male,Unmarried,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,48,21935,2405
8494,West Bengal,Male,Married,Hindu,Forward caste,Rural,Primary (5),regular_informal,private_individual,46,92465,4000
8495,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),regular_informal,private_individual,28,86160,2910
8496,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,46,72813,2758
8497,Kerala,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_piecework,private_individual,48,12895,830
8498,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_piecework,other,48,86663,2169
8499,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,25,36784,2350
8500,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,50,20947,1468
8501,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,43,59381,2163
8502,West Bengal,Female,Married,Hindu,Forward caste,Urban,Graduate (15),casual_daily,other,28,1532,1796
8503,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,other,36,53399,1268
8504,Punjab,Female,Married,Christian,Christian/Sikh/Jain,Rural,1-4 yrs,casual_daily,private_individual,39,1933,262
8505,Maharashtra,Male,Married,Buddhist,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,48,116884,2943
8506,Haryana,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,other,45,49658,1167
8507,Goa,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,28,50597,2124
8508,Rajasthan,Male,Unmarried,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,other,22,15552,684
8509,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,31896,2118
8510,Maharashtra,Female,Widowed,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,46,232618,2844
8511,Odisha,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),regular_informal,private_individual,24,181965,2300
8512,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,35,7679,1881
8513,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,38,4717,1368
8514,Jharkhand,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,23,44495,884
8515,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,other_govt_program,30,6939,852
8516,Assam,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,26,75177,2580
8517,Karnataka,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,40,89885,2691
8518,Assam,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,50,31151,1944
8519,Karnataka,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,7875,1557
8520,Odisha,Male,Unmarried,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,private_individual,21,16636,3550
8521,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,28,46166,2531
8522,Mizoram,Male,Unmarried,Christian,Adivasi (ST),Rural,Middle (6-9),short_term_contract,other,50,78194,2832
8523,Punjab,Female,Married,Sikh,Christian/Sikh/Jain,Rural,Secondary (10-11),regular_informal,private_firm,45,54706,2301
8524,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),short_term_contract,private_firm,35,177933,2979
8525,Haryana,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,29,41213,1699
8526,Assam,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,32,44831,1654
8527,Karnataka,Female,Married,Christian,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,25,51778,2072
8528,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,26,58064,466
8529,Andhra Pradesh,Female,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,21,140441,2798
8530,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_piecework,private_individual,23,48355,2518
8531,Rajasthan,Male,Married,Hindu,OBC,Rural,1-4 yrs,regular_informal,private_firm,45,114666,1666
8532,Kerala,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,29,209148,2153
8533,Tamil Nadu,Female,Separated/Divorced,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,50,45798,2986
8534,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,48,72096,1760
8535,Tamil Nadu,Female,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,mgnrega,26,2461,426
8536,West Bengal,Male,Unmarried,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,18,16662,1202
8537,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,26,46138,1860
8538,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_firm,48,118658,3283
8539,Maharashtra,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,52,45093,3804
8540,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,other,30,95412,1768
8541,Bihar,Male,Unmarried,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,18,29477,414
8542,Maharashtra,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,23,53333,1992
8543,Odisha,Male,Unmarried,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,private_firm,18,51987,2804
8544,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,45,40638,1662
8545,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,mgnrega,60,1726,440
8546,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_individual,40,10792,1638
8547,Chhattisgarh,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,59,5990,472
8548,Kerala,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,mgnrega,46,81890,2125
8549,Delhi,Male,Unmarried,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_individual,24,59856,2927
8550,Uttar Pradesh,Male,Unmarried,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,private_firm,18,56029,3838
8551,Mizoram,Female,Married,Christian,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,mgnrega,19,448,287
8552,Mizoram,Male,Married,Christian,Adivasi (ST),Rural,Graduate (15),casual_daily,mgnrega,65,2542,297
8553,Chhattisgarh,Female,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,59,1191,370
8554,West Bengal,Male,Married,Muslim,Muslim,Urban,Primary (5),regular_informal,private_individual,26,91088,3035
8555,Bihar,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_firm,38,43571,3267
8556,Maharashtra,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,45,991,184
8557,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,43,86889,3000
8558,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,24,13670,592
8559,Puducherry,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,23,76710,2602
8560,West Bengal,Male,Married,Hindu,Forward caste,Urban,1-4 yrs,casual_daily,private_individual,37,35024,3320
8561,Mizoram,Male,Married,Christian,Adivasi (ST),Rural,Middle (6-9),casual_daily,other,24,131178,2388
8562,Rajasthan,Male,Married,Christian,Forward caste,Rural,Middle (6-9),casual_daily,mgnrega,34,4790,1516
8563,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_piecework,private_individual,33,74532,3006
8564,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,32,72375,3295
8565,Jharkhand,Male,Married,Christian,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,45,31624,2355
8566,Chhattisgarh,Male,Unmarried,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,21,5174,55
8567,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,48,10667,1478
8568,Gujarat,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),casual_daily,private_firm,36,87793,2891
8569,Andhra Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),regular_informal,other_govt_program,25,54021,1884
8570,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,22,32484,2013
8571,Kerala,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,45,22431,881
8572,Himachal Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,34,95096,2031
8573,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,other,22,76965,2969
8574,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,45,46656,2995
8575,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,other,31,22965,2946
8576,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_individual,32,75164,2326
8577,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,62,30369,2434
8578,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_firm,24,28344,2817
8579,Uttarakhand,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,31793,1741
8580,Haryana,Male,Married,Hindu,Muslim,Rural,1-4 yrs,casual_daily,private_individual,46,6873,1965
8581,Gujarat,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,24,46877,2520
8582,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,mgnrega,57,14524,360
8583,Punjab,Male,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,24,51475,2066
8584,Goa,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,mgnrega,29,5440,1368
8585,Himachal Pradesh,Male,Unmarried,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,other_govt_program,22,32666,2077
8586,Karnataka,Female,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,18,6910,1340
8587,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,30,86175,2474
8588,Maharashtra,Male,Married,Jain,Christian/Sikh/Jain,Rural,Post-graduate (16+),casual_daily,private_individual,47,69155,1629
8589,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_firm,60,44114,2838
8590,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,18,1843,648
8591,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,other,35,79470,1979
8592,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_piecework,private_firm,49,121528,2066
8593,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,62,6151,775
8594,West Bengal,Male,Married,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_individual,43,69523,3006
8595,West Bengal,Female,Married,Hindu,Forward caste,Rural,1-4 yrs,regular_informal,other_govt_program,31,30875,1642
8596,Haryana,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),regular_informal,private_firm,45,78263,2886
8597,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,47,15983,1286
8598,Mizoram,Female,Unmarried,Christian,Christian/Sikh/Jain,Rural,Graduate (15),regular_informal,mgnrega,18,71411,568
8599,Mizoram,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,55,70,101
8600,Assam,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,21,26658,1912
8601,Meghalaya,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,26,29348,2341
8602,Madhya Pradesh,Male,Unmarried,Hindu,Adivasi (ST),Urban,Higher Sec (12-14),regular_informal,other_govt_program,24,45630,2814
8603,Tamil Nadu,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,43,74737,2672
8604,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,45,11592,408
8605,Chhattisgarh,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,private_individual,52,48742,3168
8606,Goa,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,35,46723,2289
8607,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,45,78092,2448
8608,Himachal Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,45,16446,1229
8609,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),short_term_contract,private_firm,23,41707,2778
8610,Karnataka,Female,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),regular_informal,private_individual,36,39820,1922
8611,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,62,3343,285
8612,West Bengal,Female,Unmarried,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,21,33576,2954
8613,Kerala,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,44,164491,2996
8614,Gujarat,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,28,70134,1473
8615,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Post-graduate (16+),regular_informal,private_firm,18,44418,2882
8616,Gujarat,Male,Unmarried,Hindu,OBC,Urban,Secondary (10-11),short_term_contract,private_individual,18,15834,1413
8617,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),short_term_contract,private_firm,21,155401,2910
8618,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,49,48822,3635
8619,Rajasthan,Male,Unmarried,Hindu,Brahmin,Urban,Post-graduate (16+),casual_daily,private_individual,18,46025,1614
8620,Daman & Diu,Female,Married,Christian,Forward caste,Urban,Middle (6-9),regular_informal,private_individual,26,72551,2191
8621,Goa,Female,Married,Hindu,Brahmin,Urban,Post-graduate (16+),regular_informal,other_govt_program,28,152205,2853
8622,Karnataka,Male,Married,Hindu,OBC,Rural,Post-graduate (16+),casual_daily,private_firm,25,78600,2290
8623,Rajasthan,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,25,1246,1673
8624,Goa,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,48,73628,2222
8625,Tamil Nadu,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,24,14480,2038
8626,Karnataka,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,63,23575,1636
8627,Karnataka,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,35,28143,2129
8628,Rajasthan,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,19,54303,789
8629,Rajasthan,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,52,2094,1265
8630,West Bengal,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,regular_informal,private_individual,41,82140,1924
8631,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,private_individual,33,41156,1592
8632,Gujarat,Male,Unmarried,Hindu,Forward caste,Urban,Middle (6-9),short_term_contract,private_individual,23,30191,2873
8633,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,private_firm,46,68590,2913
8634,Manipur,Female,Married,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,private_firm,24,165983,2928
8635,Haryana,Male,Married,Muslim,Muslim,Urban,Primary (5),regular_informal,private_firm,22,71798,2836
8636,Andhra Pradesh,Female,Separated/Divorced,Hindu,Adivasi (ST),Urban,1-4 yrs,regular_informal,private_individual,23,32853,2929
8637,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Graduate (15),regular_informal,private_firm,46,31511,2254
8638,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,37,11120,1568
8639,Kerala,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,private_firm,56,167626,3029
8640,Rajasthan,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_firm,35,115293,2932
8641,Karnataka,Male,Married,Muslim,Brahmin,Urban,Graduate (15),regular_informal,private_firm,45,92340,2939
8642,Maharashtra,Male,Unmarried,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_firm,18,48276,2920
8643,Uttar Pradesh,Male,Unmarried,Muslim,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,21,40670,2542
8644,Kerala,Male,Unmarried,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_firm,27,157648,2943
8645,Karnataka,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,34,65305,2525
8646,Maharashtra,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),regular_informal,other,49,97083,1302
8647,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,24,40890,2611
8648,Karnataka,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_firm,22,45603,2455
8649,Tamil Nadu,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_firm,45,93173,1909
8650,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,35,30927,1173
8651,Punjab,Male,Married,Hindu,OBC,Rural,Middle (6-9),regular_informal,other_govt_program,51,25220,2896
8652,Uttar Pradesh,Female,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_piecework,private_firm,22,8466,465
8653,Kerala,Male,Married,Muslim,Muslim,Urban,Secondary (10-11),casual_piecework,private_individual,47,127399,2922
8654,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Urban,Middle (6-9),regular_informal,private_firm,47,162162,2827
8655,Karnataka,Female,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_individual,24,19507,2899
8656,Tamil Nadu,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,30,57340,2146
8657,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),casual_daily,private_firm,22,49354,2897
8658,West Bengal,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,46,65584,3273
8659,Kerala,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_piecework,private_individual,40,73482,1847
8660,Punjab,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_firm,24,110622,1850
8661,Arunachal Pradesh,Male,Married,Christian,Adivasi (ST),Rural,Primary (5),regular_informal,mgnrega,29,35099,2036
8662,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),casual_piecework,other,35,80948,2361
8663,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,51,3825,272
8664,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,22,22505,1965
8665,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,22,36706,2805
8666,Tripura,Male,Married,Christian,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,31,4090,502
8667,Odisha,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,51,4370,1334
8668,Maharashtra,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_firm,22,13901,1264
8669,Uttar Pradesh,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_firm,26,31452,2557
8670,Madhya Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,49,71563,1750
8671,Haryana,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,20,37604,817
8672,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,65,4558,779
8673,Haryana,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,other_govt_program,45,236032,2900
8674,West Bengal,Male,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_firm,40,240000,2977
8675,Rajasthan,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,28,21084,1623
8676,Uttarakhand,Male,Unmarried,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,private_firm,25,67994,2772
8677,Chhattisgarh,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,41,11893,2773
8678,Karnataka,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,53,15319,1846
8679,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,39,55324,2615
8680,Tamil Nadu,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,other,28,46670,1015
