worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year,contract_status,is_migrant,language,low_resource_language,wage_violation_prob,wage_below_minimum,rights_awareness,ai_usability_score,social_protection_gap
7725,Gujarat,Female,Married,Hindu,Brahmin,Rural,Middle (6-9),casual_daily,mgnrega,22,70,1318,none,False,Gujarati,False,0.99,True,0.183,2,0.87
7726,Jharkhand,Female,Married,Tribal,Adivasi (ST),Urban,1-4 yrs,casual_piecework,private_individual,25,38796,2561,none,False,Nagpuri,True,0.99,False,0.111,1,0.567
7727,Bihar,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,24,2863,341,none,True,Hindi,False,0.99,True,0.089,2,0.898
7728,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,35,54840,3009,none,True,Urdu,False,0.655,True,0.089,3,0.823
7729,Karnataka,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,38,30823,2447,none,False,Kannada,False,0.99,True,0.497,1,0.851
7730,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,24,71894,3364,none,True,Tamil,False,0.99,True,0.101,3,0.82
7731,Maharashtra,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),regular_informal,private_individual,19,40760,2857,none,False,Hindi,False,0.504,True,0.226,4,0.707
7732,Meghalaya,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,other_govt_program,26,33475,1846,none,False,Hindi,False,0.99,True,0.23,1,0.931
7733,Haryana,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_piecework,private_individual,26,10708,694,none,True,Hindi,False,0.99,True,0.661,1,0.802
7734,Tamil Nadu,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),casual_daily,private_individual,52,80325,1307,none,False,Tamil,False,0.868,True,0.15,4,0.73
7735,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,60,3691,649,none,False,Hindi,False,0.99,True,0.735,2,0.704
7736,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_piecework,private_individual,20,47463,1051,none,True,Hindi,False,0.99,True,0.573,3,0.678
7737,Assam,Male,Unmarried,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,23,51682,1570,none,False,Hindi,False,0.868,True,0.304,2,0.834
7738,Tamil Nadu,Female,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,51,147896,1746,none,True,Tamil,False,0.99,True,0.22,2,0.859
7739,Madhya Pradesh,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,21,57402,1678,none,True,Hindi,False,0.99,True,0.686,2,0.719
7740,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,36,47185,2181,none,True,Kannada,False,0.99,False,0.2,2,0.465
7741,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,43,3711,2081,none,True,Bengali,False,0.99,True,0.092,1,0.972
7742,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,50,51212,2034,none,True,Hindi,False,0.99,True,0.357,2,0.818
7743,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_individual,48,139294,2516,none,False,Bengali,False,0.42,False,0.328,5,0.202
7744,Andhra Pradesh,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),regular_informal,private_individual,25,49613,2981,none,False,Telugu,False,0.42,False,0.53,5,0.141
7745,Karnataka,Male,Unmarried,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,18,16280,339,none,False,Kannada,False,0.868,True,0.175,3,0.798
7746,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,25,48720,1615,none,False,Hindi,False,0.99,True,0.608,2,0.743
7747,Jharkhand,Male,Married,Hindu,Adivasi (ST),Rural,Higher Sec (12-14),regular_informal,private_firm,26,68095,2307,written,False,Hindi,False,0.36,False,0.461,3,0.312
7748,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_firm,45,40664,2279,none,False,Hindi,False,0.99,True,0.483,2,0.78
7749,Kerala,Female,Widowed,Muslim,Muslim,Urban,Primary (5),regular_informal,private_individual,48,176370,2647,none,False,Hindi,False,0.483,False,0.05,2,0.51
7750,Kerala,Male,Unmarried,Hindu,Forward caste,Urban,Secondary (10-11),regular_informal,other,49,89354,2973,none,False,Hindi,False,0.42,True,0.236,4,0.704
7751,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,25,21355,1557,none,True,Marathi,False,0.99,True,0.397,3,0.731
7752,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Post-graduate (16+),regular_informal,private_individual,51,39457,2902,none,True,Telugu,False,0.655,True,0.231,4,0.706
7753,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,38,50040,1857,none,False,Kannada,False,0.99,True,0.214,2,0.861
7754,Haryana,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,20,35844,2186,none,False,Hindi,False,0.99,True,0.46,2,0.787
7755,Uttar Pradesh,Male,Separated/Divorced,Muslim,OBC,Urban,Graduate (15),regular_informal,private_firm,22,49804,2958,written,True,Bhojpuri,True,0.39,False,0.908,4,0.103
7756,Uttar Pradesh,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,26,33828,2631,none,False,Hindi,False,0.924,False,0.246,1,0.526
7757,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,24,39302,2028,none,False,Kannada,False,0.99,True,0.09,3,0.823
7758,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_firm,20,47365,2922,written,False,Hindi,False,0.36,False,0.474,3,0.308
7759,Meghalaya,Male,Unmarried,Christian,Adivasi (ST),Urban,Graduate (15),regular_informal,private_firm,26,240000,2951,written,False,Hindi,False,0.36,False,0.76,5,0.072
7760,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,48,28551,2377,none,False,Hindi,False,0.99,True,0.057,1,0.983
7761,Goa,Male,Married,Hindu,OBC,Rural,Graduate (15),regular_informal,other_govt_program,31,86021,4000,none,False,Hindi,False,0.42,False,0.513,4,0.221
7762,Uttarakhand,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_firm,36,70632,2293,none,True,Hindi,False,0.99,True,0.256,4,0.698
7763,Haryana,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),regular_informal,other_govt_program,27,15570,1492,none,True,Hindi,False,0.546,True,0.553,3,0.684
7764,West Bengal,Male,Married,Hindu,Brahmin,Urban,Post-graduate (16+),casual_daily,private_individual,49,52757,3355,none,False,Bengali,False,0.868,True,0.316,5,0.605
7765,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_firm,55,51009,4000,none,True,Hindi,False,0.99,True,0.555,3,0.684
7766,Haryana,Male,Married,Sikh,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,23,54896,2718,none,False,Hindi,False,0.99,True,0.402,1,0.879
7767,West Bengal,Male,Married,Buddhist,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,34,71749,2920,written,True,Bengali,False,0.468,False,0.68,3,0.246
7768,Haryana,Male,Unmarried,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,other,28,54919,2081,none,False,Hindi,False,0.99,True,0.173,3,0.798
7769,Goa,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,47,8384,2536,none,True,Hindi,False,0.99,True,0.233,1,0.93
7770,Maharashtra,Male,Married,Hindu,OBC,Urban,Higher Sec (12-14),regular_informal,private_individual,33,139263,2796,none,False,Marathi,False,0.42,True,0.19,4,0.718
7771,Jammu & Kashmir,Male,Married,Christian,Forward caste,Urban,Primary (5),short_term_contract,private_individual,23,34342,1481,verbal,True,Hindi,False,0.585,True,0.573,2,0.753
7772,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,29,70,1118,none,False,Hindi,False,0.99,True,0.441,2,0.793
7773,Haryana,Male,Unmarried,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,26,100653,2783,none,False,Hindi,False,0.99,True,0.264,1,0.921
7774,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,39,133528,2799,none,False,Tamil,False,0.504,False,0.164,5,0.251
7775,Karnataka,Female,Married,Hindu,Forward caste,Urban,Graduate (15),casual_daily,private_individual,57,14827,1581,none,True,Kannada,False,0.99,True,0.442,5,0.567
7776,Kerala,Male,Unmarried,Hindu,Dalit (SC),Urban,Primary (5),regular_informal,private_firm,35,76493,3051,written,False,Hindi,False,0.36,False,0.814,2,0.281
7777,Kerala,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_piecework,private_individual,28,72557,2386,none,False,Hindi,False,0.924,True,0.193,2,0.867
7778,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,24,21053,1715,none,False,Hindi,False,0.99,True,0.162,2,0.876
7779,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_individual,25,76970,2942,none,False,Hindi,False,0.42,False,0.49,5,0.153
7780,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,private_individual,20,10596,137,none,True,Kannada,False,0.99,True,0.465,3,0.71
7781,Kerala,Male,Married,Muslim,Christian/Sikh/Jain,Urban,Graduate (15),casual_piecework,other,50,72533,2440,none,True,Hindi,False,0.99,True,0.171,5,0.649
7782,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,48,8020,1247,none,True,Santali,True,0.99,True,0.208,1,0.938
7783,West Bengal,Female,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,50,41767,2852,written,True,Bengali,False,0.538,False,0.838,5,0.049
7784,Tamil Nadu,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_individual,29,13482,1972,none,False,Tamil,False,0.868,False,0.121,3,0.414
7785,Chhattisgarh,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,47,20292,2886,none,False,Hindi,False,0.868,True,0.121,1,0.964
7786,West Bengal,Male,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),regular_informal,private_individual,40,70006,2995,none,False,Bengali,False,0.42,True,0.133,4,0.735
7787,Assam,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,29,38345,1821,none,False,Hindi,False,0.99,True,0.12,2,0.889
7788,Delhi,Female,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),short_term_contract,private_individual,19,14690,343,verbal,True,Hindi,False,0.807,False,0.249,4,0.3
7789,Karnataka,Male,Widowed,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,35,43954,1586,none,False,Kannada,False,0.868,True,0.228,2,0.857
7790,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,50,48893,1212,none,False,Kannada,False,0.99,True,0.185,2,0.869
7791,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,other,31,69260,3523,none,False,Hindi,False,0.99,True,0.162,3,0.801
7792,Karnataka,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,29,10563,1290,none,True,Kannada,False,0.99,True,0.672,2,0.723
7793,Tripura,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_firm,42,41609,1458,none,False,Hindi,False,0.99,True,0.139,3,0.808
7794,Gujarat,Male,Unmarried,Hindu,Adivasi (ST),Urban,Higher Sec (12-14),casual_daily,private_individual,28,24469,1117,none,False,Hindi,False,0.99,True,0.361,4,0.667
7795,Odisha,Male,Married,Hindu,OBC,Rural,Graduate (15),casual_daily,other,56,3259,886,none,True,Odia,False,0.99,True,0.483,4,0.63
7796,Karnataka,Female,Widowed,Christian,Christian/Sikh/Jain,Rural,1-4 yrs,casual_daily,private_individual,46,48817,2425,none,True,Hindi,False,0.99,True,0.537,1,0.839
7797,Dadra & Nagar Haveli,Male,Married,Christian,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,37,17854,1020,none,False,Hindi,False,0.99,True,0.551,1,0.835
7798,Assam,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,46,41899,2038,none,False,Hindi,False,0.868,True,0.346,2,0.821
7799,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),short_term_contract,private_individual,49,29502,1690,verbal,False,Hindi,False,0.54,True,0.802,1,0.759
7800,Jharkhand,Male,Married,Other,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,23,46985,795,none,False,Bhojpuri,True,0.99,True,0.311,1,0.907
7801,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_firm,18,50712,2766,written,False,Kannada,False,0.36,False,0.722,3,0.233
7802,Uttarakhand,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,18,83777,2328,none,False,Hindi,False,0.868,True,0.051,1,0.985
7803,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,49,73566,2189,none,True,Telugu,False,0.99,True,0.051,1,0.985
7804,Tamil Nadu,Female,Separated/Divorced,Christian,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,31,14630,1504,none,False,Tamil,False,0.99,True,0.182,1,0.945
7805,Tamil Nadu,Female,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,mgnrega,22,888,289,none,False,Tamil,False,0.99,True,0.143,1,0.957
7806,Karnataka,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),casual_daily,other,35,31420,2652,none,True,Kannada,False,0.99,True,0.32,3,0.754
7807,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,short_term_contract,private_firm,46,42649,2990,verbal,False,Hindi,False,0.54,True,0.207,1,0.938
7808,Rajasthan,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,31,22288,1669,none,True,Hindi,False,0.99,True,0.492,1,0.852
7809,Mizoram,Male,Married,Christian,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,21,46611,2752,none,False,Hindi,False,0.99,True,0.219,1,0.934
7810,Bihar,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,22,75655,2507,none,True,Bhojpuri,True,0.99,True,0.27,2,0.844
7811,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,41,48704,2997,none,False,Hindi,False,0.99,True,0.023,1,0.993
7812,Gujarat,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,26,46087,1806,none,False,Hindi,False,0.868,True,0.15,3,0.805
7813,Manipur,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),casual_daily,private_firm,25,83104,2867,none,True,Hindi,False,0.99,True,0.621,4,0.589
7814,Assam,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,39,991,640,none,True,Hindi,False,0.99,True,0.102,1,0.969
7815,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,28,77917,776,none,True,Hindi,False,0.99,True,0.105,1,0.969
7816,Jharkhand,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_individual,37,42677,2891,none,True,Hindi,False,0.546,True,0.173,4,0.723
7817,Haryana,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),regular_informal,private_firm,22,26114,2946,written,False,Hindi,False,0.3,True,0.715,2,0.71
7818,Delhi,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,28,47517,2935,none,False,Urdu,False,0.868,False,0.255,3,0.374
7819,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,other,25,26226,1226,none,False,Hindi,False,0.99,True,0.517,5,0.545
7820,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,36,58619,2763,none,False,Hindi,False,0.99,True,0.096,2,0.896
7821,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,regular_informal,other,45,42107,2939,none,False,Bengali,False,0.504,False,0.169,1,0.549
7822,Punjab,Male,Unmarried,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,27,127076,2672,none,False,Hindi,False,0.42,True,0.155,5,0.654
7823,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_piecework,private_individual,25,18874,1167,none,False,Hindi,False,0.924,True,0.259,2,0.847
7824,Jharkhand,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,45,35486,1519,none,True,Hindi,False,0.99,True,0.096,1,0.971
7825,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,mgnrega,48,2976,454,none,True,Tamil,False,0.99,True,0.218,3,0.785
7826,Punjab,Female,Unmarried,Sikh,Christian/Sikh/Jain,Rural,Secondary (10-11),casual_daily,private_individual,20,4952,385,none,False,Hindi,False,0.99,True,0.088,3,0.824
7827,West Bengal,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,32,240000,2784,none,True,Bengali,False,0.546,False,0.227,3,0.382
7828,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,37,46453,3109,none,False,Hindi,False,0.99,True,0.229,2,0.856
7829,Bihar,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_individual,31,12284,1159,none,True,Bhojpuri,True,0.99,True,0.25,2,0.85
7830,Tamil Nadu,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,24,39700,2117,none,False,Hindi,False,0.99,True,0.281,1,0.916
7831,Punjab,Male,Married,Sikh,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,26,57446,909,none,True,Hindi,False,0.99,True,0.13,1,0.961
7832,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,other_govt_program,43,24995,1071,none,True,Hindi,False,0.99,True,0.221,1,0.934
7833,Karnataka,Male,Unmarried,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_individual,26,74859,2156,none,False,Kannada,False,0.42,False,0.235,5,0.229
7834,Meghalaya,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,49,1946,1107,none,False,Hindi,False,0.99,True,0.373,2,0.813
7835,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,27,3496,541,none,False,Gujarati,False,0.99,True,0.171,1,0.949
7836,Meghalaya,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,30,25567,2335,none,False,Hindi,False,0.99,True,0.122,1,0.963
7837,West Bengal,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_firm,36,181688,3004,none,False,Bengali,False,0.868,False,0.262,3,0.371
7838,Haryana,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),short_term_contract,private_individual,30,39660,2900,verbal,False,Hindi,False,0.45,True,0.313,3,0.756
7839,Karnataka,Female,Married,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,25,30491,2075,none,False,Kannada,False,0.99,True,0.067,3,0.83
7840,Maharashtra,Male,Married,Buddhist,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,34,52817,2730,none,True,Hindi,False,0.99,True,0.225,3,0.783
7841,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),casual_daily,private_firm,36,70,474,none,False,Hindi,False,0.99,True,0.193,5,0.642
7842,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,47,22995,1606,none,True,Gujarati,False,0.99,True,0.068,1,0.98
7843,Bihar,Male,Unmarried,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,22,47667,1516,none,True,Bhojpuri,True,0.99,True,0.197,2,0.866
7844,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_individual,20,22634,1322,none,True,Hindi,False,0.99,True,0.238,4,0.704
7845,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,21,18566,1607,none,True,Kannada,False,0.99,True,0.217,2,0.86
7846,Gujarat,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,38,7633,3088,none,False,Gujarati,False,0.868,False,0.179,2,0.471
7847,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,short_term_contract,private_individual,59,30555,1114,verbal,True,Kannada,False,0.702,False,0.323,1,0.503
7848,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,38,11916,1881,none,True,Telugu,False,0.99,True,0.538,1,0.839
7849,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,24,177932,2586,none,True,Bengali,False,0.99,True,0.281,1,0.916
7850,Odisha,Male,Married,Hindu,Brahmin,Urban,Secondary (10-11),casual_daily,private_firm,40,45428,2864,none,True,Santali,True,0.99,True,0.393,3,0.732
7851,Gujarat,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,62,33574,1526,none,False,Gujarati,False,0.868,True,0.502,1,0.849
7852,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_firm,36,240000,2948,verbal,False,Hindi,False,0.54,False,0.554,3,0.284
7853,Himachal Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,41,617,436,none,False,Hindi,False,0.868,True,0.096,2,0.896
7854,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,32,71774,1487,none,False,Hindi,False,0.868,False,0.101,2,0.495
7855,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,46,146300,1552,none,False,Hindi,False,0.868,True,0.31,4,0.682
7856,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,33,194291,2851,written,False,Urdu,False,0.36,True,0.649,5,0.505
7857,Karnataka,Male,Unmarried,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,27,77655,2724,none,False,Hindi,False,0.868,True,0.071,2,0.904
7858,West Bengal,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),short_term_contract,private_individual,48,49321,1896,verbal,False,Bengali,False,0.45,True,0.215,4,0.71
7859,West Bengal,Male,Married,Hindu,Forward caste,Rural,Graduate (15),regular_informal,private_firm,30,54329,2945,written,False,Bengali,False,0.3,False,0.937,4,0.094
7860,Tamil Nadu,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,36,5383,249,none,False,Tamil,False,0.99,True,0.129,2,0.886
7861,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),casual_daily,private_individual,46,135738,2495,none,False,Hindi,False,0.868,True,0.14,5,0.658
7862,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,other,25,19473,250,none,True,Hindi,False,0.655,False,0.405,1,0.478
7863,Madhya Pradesh,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,56,857,226,none,False,Hindi,False,0.99,True,0.119,1,0.964
7864,Rajasthan,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,34,479,438,none,False,Hindi,False,0.99,True,0.314,2,0.831
7865,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,28,39558,2746,none,True,Marathi,False,0.99,True,0.281,2,0.841
7866,Rajasthan,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,18,10984,781,none,False,Hindi,False,0.58,False,0.108,3,0.418
7867,Tamil Nadu,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,63,14649,1712,none,False,Tamil,False,0.99,True,0.426,1,0.872
7868,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,26,114382,3157,none,False,Hindi,False,0.42,True,0.324,5,0.603
7869,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,39,72985,2948,written,False,Hindi,False,0.36,True,1.0,5,0.4
7870,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Rural,Graduate (15),casual_daily,mgnrega,32,4300,601,none,False,Kannada,False,0.868,True,0.159,4,0.727
7871,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,32,39278,1583,none,False,Tamil,False,0.99,True,0.081,4,0.751
7872,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,27,41287,2011,none,False,Hindi,False,0.99,True,0.339,4,0.673
7873,Maharashtra,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,private_individual,47,164973,2960,none,True,Marathi,False,0.99,True,0.585,3,0.674
7874,Rajasthan,Female,Married,Hindu,Muslim,Rural,1-4 yrs,casual_daily,private_individual,22,2786,444,none,True,Hindi,False,0.99,True,0.405,1,0.879
7875,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,35,68902,2493,none,True,Hindi,False,0.99,True,0.271,2,0.844
7876,West Bengal,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,private_firm,37,42601,1874,none,False,Bengali,False,0.868,True,0.212,2,0.861
7877,Chhattisgarh,Female,Widowed,Hindu,Adivasi (ST),Urban,1-4 yrs,regular_informal,private_individual,45,43691,2847,none,True,Hindi,False,0.753,True,0.233,1,0.93
7878,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,79811,2591,none,False,Kannada,False,0.99,True,0.126,2,0.887
7879,Bihar,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_piecework,private_individual,25,26036,2172,none,False,Hindi,False,0.924,True,0.303,2,0.834
7880,Karnataka,Male,Unmarried,Jain,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,private_individual,31,38081,2112,none,False,Kannada,False,0.868,True,0.191,2,0.868
7881,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,18,28439,753,none,True,Bengali,False,0.99,True,0.33,1,0.901
7882,Karnataka,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,44,76448,2527,none,False,Kannada,False,0.868,True,0.232,3,0.78
7883,Andhra Pradesh,Male,Unmarried,Christian,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,59,47464,2032,none,True,Telugu,False,0.99,True,0.389,4,0.658
7884,Karnataka,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,private_individual,24,18068,1798,none,False,Kannada,False,0.868,True,0.114,2,0.891
